,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,Skewness_A_V,RangeA_V,Minimum_A_L,Maximum_A_L,RMS_A_L,Variance_A_L,STD_A_L,Kurtosis_A_L,RangeA_L,P_A_F,P_A_V,P_A_L,EN_A_F,EN_A_V,EN_A_L,ENt_A_F,ENt_A_V,ENt_A_L
160,0,-2505,696,590.513336,260793.75,510.67969410000006,9.967337227,-2.9206327080000003,3201,166,1490,981.3722535,104689.25,323.557182,0.215556445,-0.696261097,1324,-900,1603,497.38982760000005,131955.9607,363.2574303,4.6153759580000004,2503,8860531.287999999,10637121.02,4531484.164,22317184,61637856,15833385,2.741914286,1.7883476230000002,2.701474157
5952,0,-848,1494,546.1089348999999,250246.5898,500.24652910000003,0.591680805,0.33943682399999997,2342,333,2029,1145.384392,147934.1406,384.6220751,0.207452525,0.22074444699999998,1696,-712,1009,430.719293,70651.07202,265.8026938,3.7875171360000004,1721,2889242.912,8238716.772999999,1465326.384,19087038,83961946,11873223,2.61394985,1.6811078480000001,2.690778368
386,0,-1161,454,414.58725710000004,105302.4678,324.5034172,1.129310656,-0.611001128,1615,88,1656,1024.291073,130839.3025,361.7171581,0.08264345299999999,-0.338828489,1568,-79,811,423.8112603,24786.03101,157.4357996,1.189632807,890,2702583.312,5489071.658,821919.2692,11000486,67147021,11495423,2.441410513,1.68384548,3.0256733560000004
3101,0,-20,50,27.72634127,233.984375,15.29654781,-0.0502284,-0.272165243,70,970,1029,1007.941009,101.5661621,10.07800388,1.898923255,-0.7841628359999999,59,237,297,273.5329048,154.6875,12.43734296,-0.02020202,60,4640.063821,4256275.752,296602.9193,49200,65020485,4788496,2.8466353719999997,2.93746629,3.0040916739999997
1359,0,-464,161,254.1514681,11130.8584,105.5028834,2.024202049,0.318944692,625,843,1264,1014.357833,4588.053711,67.73517337,2.726802314,0.007287632,421,-495,297,126.90424540000001,11420.99609,106.8690605,10.56957684,792,399772.9333,4796948.289,456809.8439,4133950,65850996,1030700,2.631572875,2.456128851,2.6283373969999997
2724,0,-595,-555,571.1829829,101.9287109,10.09597499,-0.456381455,-0.110251739,40,745,784,773.121443,66.97827148,8.184025384,0.748238829,-0.612390288,39,386,425,407.8454249,90.57006836,9.516830794,-0.550970098,39,1334076.443,2519565.752,695666.8142,20880000,38253873,10645625,3.1067146119999998,3.076374602,3.154587582
7492,0,10,60,38.14036576,83.37402344,9.130937709,0.442417978,-0.36538329399999997,50,1019,1058,1036.840958,91.41186523,9.560955247,-0.616753673,-0.21076956800000002,39,29,79,55.57427462,121.65527340000001,11.02974494,-0.134193766,50,7954.372531,4468389.278,16082.1586,93100,68802507,197664,3.137391534,3.034501735,3.207326428
208,0,-444,-131,299.1229628,3488.148193,59.06054684,0.42655707,0.104758074,313,931,1058,983.1370152000001,668.6931152000001,25.85910121,0.0018175210000000001,0.590294656,127,59,297,200.5368576,1982.561523,44.5259646,0.869044458,238,412868.9501,4040081.039,181174.9296,5726371,61859737,2573762,2.481989062,2.931049418,2.756042711
9678,0,-60,-10,40.19483798,138.1835938,11.755151800000002,-0.34203848200000003,0.618516872,50,1000,1049,1022.505066,106.2165527,10.30614151,-0.002841094,0.486502301,49,158,217,190.01217069999998,158.83496090000003,12.60297429,-0.17594805600000002,59,9334.111013,4352953.678,139386.5162,103400,66913063,2310696,2.861257966,3.09519914,3.06705113
1277,0,-4939,828,800.9964692000001,505157.4531,710.7442952,25.69270251,-4.423917903,5767,-186,1705,955.8264667000001,74405.10327,272.7729885,4.508799509,-1.1455033620000001,1891,-613,1485,411.6487998,46483.970460000004,215.60141569999996,15.78308705,2098,11811840.73,4810737.286,1668342.3059999999,41062102,58470671,10845103,3.067063107,3.1741000789999996,3.0413711660000002
7530,0,-1626,2858,539.121667,270652.0251,520.2422753999999,12.93810723,2.158176337,4484,-49,2019,1064.46941,70391.85938,265.3146422,5.664932583,-0.274659978,2068,-475,752,280.14856549999996,42430.70313,205.9871431,1.854603095,1227,6888305.097,6428899.011,1754861.515,18601739,72518088,5022926,3.174148277,3.1616490930000003,2.580227009
3559,0,-181,-151,165.1298731,73.80371094,8.590908621,-0.36373184299999994,-0.636604191,30,882,921,901.3776521999999,89.28295898,9.448966027,-0.706212375,-0.15661618,39,485,524,501.3609291,79.88964844,8.938100941,0.453210537,39,117026.9582,3394560.389,1051417.307,1745144,51998827,16087218,3.0841236960000002,2.9973157489999998,3.130831808
2979,0,-1848,1888,551.2764449,302871.6943,550.3378002000001,3.622660957,-0.547819904,3736,-117,2460,1125.987032,200015.199,447.2305881,1.089981847,0.131049843,2577,-1821,2019,676.3506279000001,411339.3201,641.3574043,3.084226632,3840,3331512.337,11909804.15,12393317.32,19449966,81142195,29276811,2.783543178,2.181289208,2.628286471
6641,0,141,212,182.2484997,311.95678710000004,17.66229847,-0.8556588829999999,-0.235076767,71,980,1039,1002.3337140000001,105.17089840000001,10.25528637,1.5801713080000002,0.803175456,59,178,267,222.5813054,230.6835938,15.18827159,0.864835958,89,147042.4595,4180143.389,196580.5042,2125729,64299064,3170716,1.87229706,2.943095475,2.536759647
3370,0,-70,-40,54.81502987,65.01464844,8.063166155,-0.44187767200000005,-0.164907909,30,911,960,939.4560677000001,64.24389648,8.015229035,1.76276418,-0.701963783,49,435,485,460.7466766,112.109375,10.58817147,0.00148114,50,12917.928609999999,3709000.256,881552.5414,192300,56484973,13586400,3.1565644089999996,3.0414301389999996,3.044983471
8752,0,-444,959,300.5978418,56445.538089999995,237.5826974,3.767421838,0.239338663,1403,598,1588,1030.942212,23206.70313,152.3374646,4.432996964,0.832750421,990,-79,336,181.676696,4196.663818,64.78166267,2.681421173,415,346146.7381,4338785.619,279558.0212,5782980,68021878,2112411,2.2991478180000002,2.106498224,2.529634733
912,0,-40,10,16.67708008,113.96484380000001,10.67543178,-0.37656372899999996,-0.193095264,50,990,1039,1014.26167,118.7556152,10.897505,-0.369462856,0.274566945,49,207,267,241.2408029,161.30371090000003,12.70053979,-0.331135007,60,1114.665495,4325225.88,246627.458,17800,65838511,3724616,3.036348755,3.04117979,3.049938795
4954,0,-90,-40,70.50044326,135.71777340000003,11.64979714,0.109707502,0.383229912,50,990,1029,1006.2392390000001,104.1210938,10.20397441,-0.249059878,0.40794927799999997,39,237,316,271.3710271,175.82592769999997,13.25993694,0.973708531,79,21352.8746,4263320.505,320797.7286,318100,64801114,4713103,2.9665265069999998,2.99284993,2.8957576069999997
9781,0,292,333,311.9777135,64.078125,8.004881323,0.605855406,0.134336467,41,960,1000,983.8016187000001,101.5625,10.07782219,-0.44544378700000004,-0.06869616099999999,40,108,158,137.5974655,104.0771484,10.20182084,0.24029589999999998,50,418812.5037,3976278.3789999997,84198.44542,6229126,61943400,1211716,3.023803085,3.0590496239999996,2.987219731
4670,0,-222,-171,198.4168592,115.734375,10.75799122,-0.36640665299999997,0.055315065,51,1000,1039,1017.3972539999999,77.07397461,8.77917847,-0.394927152,-0.109318459,39,49,99,80.80686852,139.7460938,11.8214252,0.0022004520000000003,50,144539.7039,4335056.252,22610.93759,2519632,66246219,417904,2.6882169410000003,3.0491001680000003,2.961876078
5452,0,595,646,626.2249621000001,105.6208496,10.27720048,0.11684529800000001,-0.06683265299999999,51,568,607,589.1093781000001,73.63842773,8.581283571,-0.141371023,-0.130995062,39,554,613,584.0096852999999,157.296875,12.54180509,-0.27240165,59,1635905.775,1462124.106,1456596.168,25098093,22211191,21828308,3.053290172,3.08002355,3.105149328
4979,0,-3050,1929,644.0219207,407306.2927,638.2055255,8.781847112000001,-1.819557918,4979,382,2637,1149.919827,129407.9431,359.73315539999993,4.011674278,1.195756517,2255,-1722,821,398.072838,108712.0759,329.71514360000003,18.06421443,2543,10234169.11,10866401.05,3712831.023,26544911,84628199,10141567,3.091346979,2.357444966,3.173793335
9311,0,-10,111,70.7230514,1072.0273439999999,32.74182866,-0.867188167,-0.364896385,121,950,1058,1003.4607300000001,548.2773437999999,23.41532284,0.105398757,-0.285401182,108,217,346,288.47110449999997,1052.730225,32.44580442,-0.828942638,129,59488.65677,4254402.2469999995,331253.7542,320112,64443740,5325797,2.256658978,2.93935581,2.8542217589999996
9566,0,-1878,4020,754.3470272000001,506273.5303,711.5290087000001,12.23065409,2.463820693,5898,117,2705,1168.155183,207146.7568,455.1337791,2.9369302210000003,0.811665581,2588,-1366,633,379.4964591,121620.5693,348.74140750000004,10.47574855,1999,10502885.68,15097463.39,3517642.935,36418524,87333538,9217124,2.906323448,2.047221409,2.754457228
25,0,-151,-40,92.27362502,629.5368652000001,25.09057323,-0.267546008,-0.33702117600000003,111,960,1049,987.3538658,328.4960938,18.1244612,0.9519913090000001,0.8355245090000001,89,287,386,337.3509625,457.720459,21.39440252,-0.14223846,99,45329.05052,4124369.1560000004,478183.9196,544923,62391530,7283563,2.838317418,2.525799443,2.9469170819999997
7870,0,40,181,108.7443246,665.3864746,25.79508625,0.459164291,0.187178845,141,1000,1058,1024.761115,150.8710938,12.28295949,-0.01552897,-0.164431587,58,89,198,149.67203730000003,580.8896484,24.1016524,-0.320101633,109,51074.3252,4375522.708000001,130482.6131,756821,67208662,1433710,2.47004206,3.137004113,2.772368148
6464,0,20,60,42.20485754,105.37109380000001,10.26504232,-0.536279001,-0.101401856,40,1000,1039,1017.8213710000001,81.67089844,9.037195275,-0.704850387,0.28598109899999996,39,188,237,209.1846523,142.50683590000003,11.93762271,-0.080974999,49,9122.358993,4359276.763,183210.7844,114000,66301462,2800526,3.011182307,3.0637724019999997,3.1952509769999997
10450,0,40,121,88.09254722,242.86499019999997,15.58412623,0.46399676100000004,-0.334286132,81,1000,1058,1024.066229,103.6403809,10.18039198,0.982348656,0.084708799,58,148,198,173.1570819,162.4023438,12.74371782,-0.678887419,50,40531.26482,4412672.095,118795.3168,496659,67117545,1918936,2.170717093,3.0929615630000002,2.731802885
8883,0,-10,141,78.45709417,982.7595215,31.34899554,-0.007160980999999999,0.100951376,151,931,1039,985.608608,614.3962402000001,24.78701757,-0.361779597,0.058581234,108,297,386,336.65503019999994,304.06811519999997,17.437549,0.49031761700000004,89,84225.5911,3937419.599,469766.653,393953,62171157,7253543,2.0578536659999997,2.402193706,2.58788991
4905,0,-2111,1242,671.5913471,443318.4131,665.8216076,2.056151476,-1.0422040609999998,3353,147,2421,1290.546384,294415.3398,542.6005342999999,-0.23629527399999997,0.484088791,2274,-1128,1089,361.79267200000004,74547.04688,273.0330509,9.620542077,2217,15737629.34,19370080.26,2975383.8010000004,28866236,106592638,8377212,2.478710821,1.8462459999999998,2.691895029
8810,0,0,40,20.38688304,109.375,10.45825033,-0.479183673,0.020489633,40,1009,1058,1035.732153,92.49609375,9.617488952,0.7987219170000001,-0.38867143200000004,49,59,118,91.84225607,154.0,12.40967365,-0.617823937,59,3167.405892,4549018.035,39361.001489999995,26600,68655430,539840,2.84307229,3.097369257,2.933250838
7700,0,-191,-141,165.20555380000002,98.80371094,9.94000558,0.029881289,0.07823530599999999,50,990,1039,1021.301253,104.6875,10.23169096,0.248290488,-0.640678447,49,-49,0,28.72879653,113.12109380000001,10.63584006,-0.38524676700000005,49,113120.8096,4401694.798,3847.0401920000004,1746744,66755600,52822,2.94207689,3.1370124,3.024929807
4523,0,424,565,491.4170994,915.8435059000001,30.26290643,-0.312527545,-0.174695322,141,843,950,911.8556715,676.9997559,26.01921897,-0.12489262400000001,-0.6607392879999999,107,0,118,66.53417825,836.1657715,28.91653111,-0.309434909,118,817646.5882,3665210.394,19496.21215,15455409,53214769,283315,1.821521046,2.537444986,2.6170029880000003
4973,0,-1292,1161,452.82103600000005,197835.1658,444.78665199999995,2.21801547,-0.350652622,2453,490,1647,1096.626076,63232.64746,251.46102569999996,0.671945338,0.116467856,1157,-534,702,281.16109710000006,35030.27734,187.1637715,3.489478879,1236,8854994.087000001,6486203.615,1979532.642,13123001,76965680,5059300,2.585434013,2.115298772,2.614742505
662,0,-202,-10,95.82267151,1729.439209,41.58652677,0.077736915,-0.645821191,192,921,1058,971.493068,897.0927733999999,29.95150703,0.686328727,0.9021079390000001,137,306,445,381.6475386,660.4833984,25.69987156,0.40153264200000005,139,68382.95741,3956047.396,670159.1755,587647,60403122,9321910,2.7779591310000002,2.588348387,2.9721381289999997
57,0,-2919,3212,892.2724675000001,674567.1836,821.3203903,5.563563809,0.19666523,6131,215,3470,1188.213463,310564.9626,557.2835568,4.849162075,1.516055739,3255,-2514,1089,594.3002187000001,217814.7461,466.7062739,20.82413746,3603,1648078.1509999998,8267956.76,1629560.3909999998,50953610,90358479,22604336,3.1036899510000002,2.381807991,3.026575771
3456,0,-373,2666,416.271058,161029.8711,401.285274,23.78563327,4.356820549,3039,303,1715,1053.590268,80430.02124,283.601871,0.667062513,-0.292568841,1412,-108,415,289.1322956,14994.41577,122.4516875,2.368088087,523,5739868.1110000005,8128831.76,818661.2811,11090022,71043357,5350239,2.928355924,2.404576412,2.849616906
9553,0,-242,1090,228.10246459999996,32991.046630000004,181.6343762,10.11688079,1.951660242,1332,764,1392,1022.053356,10939.58984,104.5924942,2.2788718130000003,0.275445306,628,-594,831,294.14295530000004,53116.80444,230.4708321,3.646077025,1425,349412.5338,4497363.123,831142.1443,3329967,66853956,5537285,2.769470311,2.705919423,2.169978687
3897,0,-80,737,232.98950490000001,26805.86694,163.7249735,4.155277065,1.90963107,817,411,1303,1017.693678,30412.198969999998,174.3909372,4.3802852439999995,-1.931834925,892,-207,366,241.30653480000004,16943.68359,130.1679054,2.487955911,573,545536.76,4569424.808999999,578035.5156,3474183,66284827,3726646,2.022024486,2.093204785,1.9852997140000002
10564,0,70,121,89.16750389,90.91308594,9.534835391,0.7466949209999999,0.373209589,51,1000,1049,1028.1243769999999,95.10327148,9.752090621,0.582639605,0.126259741,49,128,168,148.08865590000002,118.65234380000001,10.89276566,-0.697653813,40,33737.25219,4390898.973,95422.81067,508854,67650543,1403536,3.0605897619999998,3.211083538,3.0574458819999997
2842,0,-1989,1404,648.2575684,357079.9023,597.5616306,2.127384278,-0.730405412,3393,147,1833,1151.680036,120625.6523,347.3120389,0.79775253,0.10391156300000001,1686,-1306,1029,464.99364919999994,122602.2178,350.14599489999995,8.289391883,2335,3688420.248,11439880.86,1597396.227,26895224,84887482,13838022,2.754742046,1.929202135,2.619922976
3447,0,80,121,103.42947480000001,95.09277344,9.75155236,-0.39392141299999994,-0.1841269,41,980,1019,1001.409959,70.015625,8.367533986,-0.21638746399999997,0.024203278999999998,39,247,306,274.4119565,131.704834,11.47627265,0.608878592,59,48476.28729,4188407.236,311021.8829,684650,64180602,4819323,3.104145098,3.05272618,3.143880225
3608,0,-141,-111,127.4892152,60.9375,7.806247497999999,-0.57199211,-0.17244570399999998,30,892,931,916.9828838999999,54.57592773,7.387552215,0.93775089,-0.493798154,39,465,514,489.9085214,109.3806152,10.45851879,-0.699895588,49,65585.18147000001,3530594.5069999998,1017665.916,1040224,53814887,15360663,3.076571373,3.064655355,3.138380583
8632,0,-1000,1121,418.3662794,124756.2959,353.2085728,2.364138937,0.18733064100000002,2121,872,1617,1178.223139,41775.88647,204.3915029,-0.69812814,0.86885335,745,-1287,405,268.0746748,44484.124019999996,210.91259810000003,32.37166034,1692,5152246.307,9229191.546,1720552.6719999998,11201942,88845425,4599298,2.873464588,1.9543554730000001,3.0550072889999997
3958,0,262,383,305.5452606,694.7412109,26.35794398,0.166813105,0.728581522,121,892,1029,981.7685254,833.8818359,28.87701224,0.304390178,-0.634534723,137,99,207,156.3467201,646.4138184,25.42466948,-0.629402515,108,444619.5422,3977097.289,75411.52358,5974906,61687644,1564435,2.6112221030000002,2.484955788,2.5523926980000002
8719,0,-30,303,227.0099117,4376.663086,66.15635333,1.391894098,-1.177040283,333,960,1068,1000.804278,515.1540527,22.69700537,0.65380862,0.83360567,108,138,247,200.3284803,567.8037109,23.82863217,-0.145311421,109,291442.2028,4198644.1110000005,109483.612,3298144,64102989,2568416,1.5513915880000002,2.492102775,2.082685689
2522,0,-636,-595,619.6401804,76.90014648,8.76927286,-0.148059396,0.23224119399999998,41,686,725,705.9239956,69.171875,8.316963088,0.0172828,0.422123562,39,425,475,448.90839819999997,142.1875,11.92424002,-0.514672141,50,1597990.0880000002,2066829.545,852876.0077,24573053,31893036,12897200,3.074818182,2.905821777,3.0268262530000003
9563,0,-1515,2252,714.8647599,478620.374,691.8239473,3.0821794319999998,1.304211485,3767,-117,2480,1277.03656,264699.7148,514.4897616999999,0.200268187,0.17678578,2597,-2326,1742,463.66473269999994,185449.3396,430.6382932,18.33971802,4068,14295839.83,17863432.34,3825437.8460000004,32706024,104372632,13759039,2.903451558,2.134521172,3.170495608
8956,0,-282,1272,413.7082494,100223.8455,316.5814989,2.381895495,1.394303239,1554,676,1254,1006.477133,13871.02734,117.7753257,1.158478148,-0.201421568,578,-257,524,323.13798330000003,17097.90625,130.7589624,7.559024111,781,4481094.37,3992679.187,1090103.324,10953889,64831758,6682762,2.3798538380000003,2.2255374430000003,2.658143151
2656,0,-585,-545,569.5941538,71.65527344,8.464943794,0.06300578400000001,0.23942567399999998,40,754,794,774.0484481000001,75.0,8.660254038,0.0,-0.144337567,40,386,435,409.3000695,79.34936523,8.907826067,0.278867993,49,1352898.5869999998,2481554.788,687938.8254,20764000,38345664,10721699,3.172980556,3.148023797,3.0613503989999997
5065,0,-4454,2959,1015.444646,973909.6931,986.8686301000001,7.250059145,-1.666959756,7413,-117,3313,1324.5738939999999,424798.7344,651.7658586,1.255679278,0.917793905,3430,-1881,1415,518.1429128000001,231650.0662,481.3003908,9.131078513,3296,20467315.12,24036320.11,8796162.638,65992181,112287744,17182213,3.017063013,2.110461276,2.70778561
6126,0,20,70,37.91437722,100.6835938,10.03412147,0.7819609559999999,0.449303477,50,990,1029,1014.660619,103.9880371,10.19745248,-0.230548613,-0.43087694200000004,39,198,247,221.1490236,155.63061519999997,12.47520001,-0.5600212210000001,49,9111.103233,4278402.32,211527.9917,92000,65890315,3130041,3.119074845,3.0748051939999996,2.977723758
6696,0,70,121,98.25508893,86.77734375,9.315435779,0.668389077,-0.116237051,51,980,1029,1009.056978,83.45288086,9.135254833,0.282241682,-0.232610522,49,227,277,249.56762609999998,111.69433590000001,10.56855411,0.287064624,50,44096.95773,4245624.424,252148.0588,617860,65164543,3986176,3.039987888,2.9168945219999998,2.999127113
2890,0,-3020,555,456.6047593,180190.3584,424.488349,29.76153975,-4.86018811,3575,490,1362,1027.845144,28174.575930000003,167.85284009999998,1.751381256,-0.673319201,872,-99,940,317.506373,29078.392330000002,170.5238761,2.64336631,1039,3368540.92,5440250.247,1306396.658,13343226,67613801,6451859,3.105075208,2.7987563989999997,2.661679459
3566,0,-181,-141,164.6769565,78.80859375,8.877420445,0.155802159,0.326367874,40,882,921,903.0529037,67.32788086,8.205356839,0.6574432720000001,-0.269566142,39,455,524,499.4339921,152.54589840000003,12.35094727,1.371339523,69,117616.5669,3419817.7630000003,1050396.021,1735584,52192291,15963796,2.946110908,3.1166854789999996,3.064732345
