,0,RMS_A_F,Variance_A_F,RangeA_F,Minimum_A_F,STD_A_F,RMS_A_V,Variance_A_V,RangeA_V,EN_A_F,EN_A_V,EN_A_L
5708,0,646.1506573,373836.2029,3423,-2565,611.4214609,1231.666966,294562.32399999996,2225,26720683,97088225,9947554
7441,0,472.71479910000005,167748.5303,2433,-848,409.5711541,1138.672912,140010.1836,1598,14301394,82980864,6953098
7399,0,641.9544741000001,372348.9255,3757,-1414,610.2040032000001,1232.474207,171470.7361,1638,26374755,97215531,7679475
1320,0,218.6038798,100.015625,51,-232,10.00078122,858.3946317,140.9960938,49,3058410,47157846,19761650
2016,0,651.3819924,90.52734375,50,-676,9.514585842,734.1034498,151.875,59,27155104,34490104,7474044
5100,0,572.3580473999999,265973.4294,3787,-1969,515.7261186000001,1223.055223,531325.2537,5979,20965999,95735301,3310091
8925,0,515.0725829,197983.8416,2574,-595,444.9537522,994.622298,27617.480219999998,1147,16979185,63313505,7601548
8351,0,288.00018989999995,58407.823970000005,1292,-565,241.6771068,1085.6226470000001,44484.65234,1029,5308423,75428898,4418974
126,0,697.0393303999999,364748.9529,3716,-1989,603.9444949,1170.0335599999999,82809.89746000001,1990,31095285,87614626,16369419
6153,0,652.563359,396222.6787,3685,-888,629.4622138999999,1032.113275,83796.08984,1294,27253692,68176500,16982137
5826,0,91.65483825,105.3845215,41,70,10.26569635,1017.877993,101.51733399999999,49,537639,66308839,2781521
285,0,1009.081552,889330.9197,6636,-5000,943.0434347000001,1128.669391,315820.6836,3392,65167717,81529254,24424881
9960,0,317.20929110000003,103.0134277,41,292,10.14955308,980.3618592,96.77734375,40,6439791,61511000,1324256
9743,0,308.6536034,104.4372559,41,282,10.21945477,985.3519438,108.5212402,39,6097091,62138781,1107776
9146,0,38.66927075,730.4443359,140,-70,27.02673373,999.8153110999999,318.0380859,89,95700,63976362,5758139
8777,0,167.80680859999998,81.93359375,40,151,9.051717724,998.4457608999999,78.89746094,39,1802184,63801212,3805256
9160,0,64.87969636,224.609375,80,10,14.98697351,1001.688325,189.45996090000003,69,269400,64216288,5358920
10177,0,806.5016757999999,575103.281,4857,-1181,758.3556427999999,1180.939741,180868.8962,2342,41628477,89255595,3748214
10770,0,287.60259039999994,94.93359375,51,262,9.743387181000001,996.8449839,95.91186523,49,5293776,63596795,332904
257,0,674.1444809999999,367261.3086,3030,-2010,606.0208812999999,1045.789885,155472.363,1726,29086130,69995295,17748150
4518,0,96.45683944,7347.241943000001,383,-121,85.71605418,1010.703074,1199.7536619999998,216,595451,65377325,4604333
9999,0,260.90874840000004,82.8125,50,232,9.100137362,995.3855095,83.13183594,39,4356696,63410708,1689056
6183,0,487.85277300000007,202072.3103,2595,-757,449.524538,1091.774466,105002.3376,1441,15232021,76286175,13822855
4187,0,335.11229460000004,158.984375,60,-363,12.60890063,916.0052197000001,181.30371090000003,49,7187216,53700196,9049644
4991,0,18.02775638,109.27734380000001,50,-10,10.45358043,1029.221376,101.89233399999999,58,20800,67794985,1749136
2312,0,884.4290796,754933.0486,5181,-2101,868.8688328,1267.859201,283708.8416,2294,50061747,102877885,9251882
9343,0,308.0114395,42351.29858,1544,-494,205.7943113,1002.869516,5215.945068,530,6071747,64367825,7966735
226,0,239.89046980000003,4618.683594,374,-454,67.96089753,981.5505511,1172.450928,147,3683036,61660255,4950644
10339,0,541.0442738,237797.2656,2827,-1242,487.64460999999994,1075.55753,95022.55859,1706,18734650,74036736,9557876
6421,0,149.66963619999999,69.43359375,30,131,8.332682266,980.2048573999999,95.28808594,40,1433664,61491300,6772930
3724,0,737.3435215,499035.7021,5494,-1616,706.4245906,1099.441236,142133.9209,2450,34795230,77361346,4939102
3726,0,1204.0961730000001,1346726.3280000002,7898,-2838,1160.485385,1112.87566,320279.1169,2607,92790246,79263503,8946965
2785,0,376.0925958,106084.0134,2211,-777,325.705409,1019.709303,18886.27246,970,9052521,66547652,10846685
6941,0,159.85071159999998,131.9335938,50,131,11.48623497,1000.1659390000001,81.890625,39,1635344,64021242,4142616
3204,0,43.40938839,78.125,50,-70,8.838834765,938.9479651,78.33496094,39,120600,56423890,13561000
7753,0,327.4696074,79368.21484,1453,-292,281.72364980000003,1080.5190380000001,37319.84741,970,6863126,74721369,3674726
1186,0,575.1454842999999,303148.0701,3736,-2767,550.5888394,1074.040858,145453.6384,1745,21170709,73828081,12461663
1266,0,844.9226481000001,611833.999,5676,-4717,782.198184,1062.2476390000002,231886.5486,2440,45689234,72215683,12156530
2745,0,569.1303673,77.24609375,40,-585,8.788975694,773.5825445,103.5310059,49,20730200,38299517,10624167
4718,0,76.09625894,69.13647461,41,-101,8.314834611,865.3453158,83.83374023,49,370601,47924641,21738103
4818,0,491.5103159,232942.1072,2494,-1464,482.64076409999996,1253.456103,366817.4314,2157,15461273,100553741,9026539
9732,0,308.8036644,81.37670898,41,282,9.020904,987.0462722999999,91.34375,39,6103021,62352662,1016816
669,0,696.9213774,382095.8906,2777,-1666,618.1390544,1292.059554,523146.5427,4440,31084762,106842745,21047942
7632,0,513.0327719,214472.0625,3454,-1020,463.1112852,1070.76962,59578.4314,1382,16844968,73379045,3966348
5560,0,663.5824176,109.375,50,636,10.45825033,594.6032816000001,85.65527344,39,28181864,22627396,18311684
5354,0,44.93050189,77.24609375,40,-60,8.788975694,878.5949009999999,56.93359375,30,129200,49403456,20647044
865,0,794.9931407,504721.2334,4434,-2919,710.4373536,1120.708307,229723.1384,2176,40448902,80383175,12914380
9864,0,319.2644378,128.9023438,61,282,11.353516800000001,983.1643826,108.1599121,49,6523506,61863181,1163836
8211,0,392.1015294,117780.0427,2797,-737,343.1909712,1043.045795,6084.515625,519,9839591,69628450,8571244
1053,0,19.44543648,358.984375,90,-40,18.94688299,980.8174524,193.60839840000003,79,24200,61568184,8279614
4794,0,136.7515996,162.47558590000003,60,-161,12.74659115,1008.71411,116.72558590000001,49,1196864,65120266,3427096
8150,0,180.3064665,17423.673580000002,605,-30,131.9987636,1028.961066,1462.8125,255,2080667,67760696,1471894
3048,0,469.0908427,208557.0586,3010,-808,456.6804776000001,1090.359001,86710.85059,1608,14082958,76088496,7984168
2626,0,463.3378222,110.32714840000001,60,-494,10.50367309,863.9522737,79.52246094,39,13739644,47770466,8446624
484,0,309.2079347,157.51342769999997,51,-333,12.55043536,835.6141173999999,112.3728027,49,6119011,44688061,19551030
5649,0,100.78829920000001,64.31152344,41,-121,8.019446579,1017.8704720000001,86.20483398,39,650130,66307859,2632806
1652,0,473.72936960000004,172812.4548,2898,-1757,415.7071744,1060.8766859999998,96629.49609,2579,14362849,72029398,7772813
7669,0,425.76275300000003,138276.0115,1726,-484,371.8548258,1101.300673,73807.25757,1099,11601531,77623243,5127744
7213,0,505.0,0.0,0,-505,0.0,843.0,0.0,0,16321600,45481536,9535744
2771,0,607.1822599999999,272773.6267,2646,-1717,522.2773465,1161.088303,214466.7576,1971,23594899,86280067,7399227
4252,0,359.4052379,223.80371090000003,70,-393,14.96007055,896.7846557,286.328125,89,8267016,51470254,10257594
9314,0,92.86305441,1512.314209,161,0,38.88848427,1009.1600390000001,1111.1130369999998,138,551907,65177855,4295478
5623,0,352.36307180000006,88762.8396,1726,-969,297.93093089999996,1107.882693,87180.52734,1314,7946223,78553860,3987427
6141,0,10.07782219,98.60839844,50,-20,9.930176153,1018.7733199999999,79.35131836,39,6500,66425541,3182126
4202,0,352.3487264,91.57714844,40,-373,9.569594999,902.6474082999998,96.86621094,39,7945576,52145430,9804681
3332,0,55.98548919,74.90234375,40,-70,8.654614015,938.0811031999999,93.53027344,49,200600,56319754,13587600
8438,0,142.070845,82.20214844,40,121,9.066540048,1025.652551,120.61621090000001,59,1291784,67325642,594827
3588,0,164.40916950000002,93.359375,50,-191,9.662265521,903.4179888,77.671875,49,1729944,52234500,16296073
973,0,28.33946012,80.859375,40,-50,8.992184106,1008.5533029999999,75.99975586,49,51400,65099505,4813083
50,0,77.60768728,329.77905269999997,111,-111,18.15981973,990.3950443,163.4960938,59,385469,62776470,7029324
4036,0,20.57759704,77.70996094,40,-40,8.815325345,907.8894223,111.298584,49,27100,52752845,17417362
5665,0,134.7487825,213.79467769999997,91,-151,14.62171938,1010.8725189999999,121.33984380000001,59,1162063,65399248,3035246
4942,0,341.8703839,72991.65601,1383,-222,270.16967999999997,929.3995626,2222.505615,245,7480023,55282147,13476879
2830,0,234.12993849999998,17332.23804,716,-555,131.651958,1000.2020970000001,5553.837646,313,3508277,64025871,3534518
8266,0,271.5441665,62423.917720000005,1574,-888,249.84778909999997,1049.279515,9680.819336,735,4719119,70463200,2969244
2567,0,473.42409630000003,46.484375,20,-484,6.8179450720000006,819.9185934999999,71.484375,40,14344344,43025056,12163000
10147,0,947.0790787000001,798735.3037,4706,-979,893.7199245999999,1213.394251,194330.6873,2058,57405362,94228839,5352497
392,0,755.8596307,453846.2188,5252,-4545,673.6810957,1122.864028,344017.375,4206,36564722,80692712,37858318
8156,0,221.8864082,28547.048580000002,979,-343,168.9587186,1029.191992,12131.63965,480,3150949,67791114,1719779
7234,0,505.0,0.0,0,-505,0.0,843.0,0.0,0,16321600,45481536,9535744
7108,0,228.850934,131.9335938,50,202,11.48623497,989.2427739,78.44311523,49,3351856,62630481,3455176
5715,0,614.6779136,341740.8115,3070,-2333,584.5860172,1274.9761460000002,299000.1169,2304,24181052,104036107,12385217
1863,0,1138.600704,1238164.757,6868,-4111,1112.728519,1574.130643,807573.3662,5225,82970340,158584786,34987372
9594,0,229.00382090000002,58.984375,40,212,7.68012858,1009.4977560000001,121.65234380000001,69,3356336,65221486,556274
3245,0,36.78484742,61.62109375,30,-50,7.8499104289999995,935.4574082,95.70996094,49,86600,56005156,13901200
4596,0,517.9848122,252522.699,2221,-1424,502.5163669,1210.4412869999999,169092.5916,2010,17171729,93770759,7115551
5852,0,109.2461384,67.33984375,41,90,8.206085775,1013.803104,139.35131840000003,59,763822,65778991,3019396
3182,0,46.30064794,90.52734375,40,-70,9.514585842,941.6926664999999,98.01147461,49,137200,56754245,13274800
2770,0,548.1710214,225226.9756,2797,-1676,474.580842,1202.036196,234031.488,2559,19231454,92473025,7945520
6684,0,122.6901585,107.8125,40,101,10.38327983,1009.772151,76.28881836,49,963384,65256947,3101781
7838,0,2825.449677,7802328.312999999,22546,50,2793.264812,1015.665968,1637.80835,341,510922616,66020951,3947143
4898,0,610.4505508,369091.0068,4019,-2383,607.5286057999999,1117.938274,105186.9021,1941,23849592,79986303,7254051
2330,0,155.7614362,71.65527344,30,-171,8.464943794,1008.718277,62.08984375,29,1552744,65120804,3077606
7742,0,59.26634796,97.55859375,40,40,9.877175393,1032.502013,133.2148438,58,224800,68227866,781516
2622,0,460.65822469999995,88.18359375,40,-484,9.390612001000001,863.2227134999999,87.76733398,39,13581184,47689821,8475704
7211,0,494.0,0.0,0,-494,0.0,831.2898111000001,14.23339844,10,15618304,44226736,9048064
4768,0,81.882347,72.65234375,41,-101,8.523634421,863.6215624,75.02514648,39,429102,47733901,21606929
2759,0,292.0652485,58329.17944,2191,-1090,241.51434619999998,1112.454613,71391.50366,1500,5459335,79203537,6901759
5637,0,301.46488710000006,86718.81226,2372,-686,294.48058039999995,1022.3877769999999,4079.7380369999996,461,5816389,66897713,3373191
4948,0,60.25985397,105.859375,50,30,10.28879852,914.2590579,130.8398438,49,232400,53495656,16235562
8056,0,154.657737,11224.064209999999,605,-232,105.9436841,1022.67785,7094.974365000001,481,1530817,66935679,7581692
8845,0,82.02000518,1615.03125,161,-30,40.18745139999999,989.2928029999999,579.25,108,430546,62636816,6732209
3205,0,43.42738192,66.38183594,30,-60,8.14750489,940.4808277999999,81.49609375,49,120700,56608268,13559200
6281,0,77.06612421,177.42871090000003,51,50,13.32023689,1020.3058900000001,82.16381836,39,380108,66625543,2505601
7909,0,146.49360049999999,281.0302734,70,121,16.76395757,1027.793328,89.0625,40,1373464,67606984,585958
8499,0,580.4013832,230192.0818,2858,-1232,479.78336960000007,1282.0399029999999,95234.94434,1069,21559409,105192084,5862910
2700,0,572.4208461000001,88.25683594,30,-585,9.394510947,772.1590772999999,76.75366211,49,20970600,38158697,10590776
9901,0,318.7763715,96.484375,40,303,9.822646028,982.0760854,88.06152344,40,6503576,61726300,1239116
4326,0,678.1429145,454898.7461,4049,-1898,674.4618196,1265.8267119999998,207445.5447,1824,29432180,102548305,7245091
5447,0,625.5922694,76.34277344,40,606,8.737435175,588.3679890999999,83.67749023,49,25047404,22155321,21806762
5574,0,41.81432171,85.32714844,40,-60,9.237269534,786.4872655,127.42871090000001,49,111900,39587982,30461611
3043,0,39.17109904,197.5585938,60,10,14.05555384,988.7167029999999,119.53808590000001,39,98200,62563886,7484684
10804,1,894.9895251,720704.8594,7605,-4919,848.9433782,1229.485436,475692.1523,5156,51264400,96744604,17076425
10805,1,660.0974123,353485.1084,3706,-2626,594.5461365,1113.071377,186732.7732,2989,27886630,79291385,19560306
10806,1,628.7589835,318946.0818,4373,-2333,564.7531157999999,1009.6945619999999,159429.738,2960,25301623,65246919,16174021
10807,1,488.6011922,165594.6836,3565,-1858,406.9332668,984.8902857999999,68043.1709,1853,15278792,62080568,18867628
10808,1,470.0490831999999,148727.9763,2372,-1676,385.65266280000003,978.9824914999999,86459.2959,2234,14140553,61338030,9497039
10809,1,513.2752216,188006.8142,2807,-1757,433.5975256,1043.406283,161538.3162,2675,16860893,69676587,16633228
10810,1,539.012668,205124.5938,2928,-1555,452.90682680000003,1034.62944,173619.4841,2656,18594218,68509317,16872590
10811,1,331.08300039999995,35317.1189,938,-878,187.9284941,964.9692028999999,23849.78027,1069,7015421,59594596,7512834
10812,1,210.27062180000004,6413.868896,374,-404,80.08663369,973.2497592,1762.725586,206,2829679,60621766,7093866
10813,1,190.7353369,3664.203125,302,-282,60.53266164,975.6859206,1124.7224119999998,176,2328318,60925633,6677584
10814,1,202.15877890000002,4094.116943,303,-353,63.98528693,979.1735674,645.7880859,118,2615563,61361976,6531169
10815,1,211.92543650000002,13941.89038,655,-484,118.07578240000001,980.5912837000001,6877.603270999999,451,2874393,61539793,7008549
10816,1,203.07114669999999,8289.968506000001,444,-343,91.04926417,964.5593311000001,1410.048584,166,2639225,59543981,7943342
10817,1,539.2370622999999,275636.0759,4564,-2494,525.0105484000001,1069.127894,168896.2966,2225,18609703,73154205,9964336
10818,1,1140.2597289999999,1197572.132,6615,-4989,1094.336389,1217.937357,406640.9131,2647,83212304,94935770,28473714
10819,1,1097.912992,1126890.39,6030,-4919,1061.5509359999999,1075.445024,366149.8711,3089,77146428,74021248,19766959
10820,1,1015.756668,904546.7829999999,6382,-4989,951.0766441,1188.346895,621347.2021,3254,66032743,90378774,33273957
10821,1,360.6407925,34561.467769999996,838,-727,185.9071483,993.4993552000001,48685.49609,1177,8323954,63170622,8579404
10822,1,749.1623552,430911.9529,4252,-2444,656.4388417,1018.4790130000001,299740.5898,3107,35919631,66387168,34323961
10823,1,477.4846365,130676.8259,2282,-1434,361.4924977,1004.9436400000001,77178.2959,2039,14591461,64634350,19522684
10824,1,313.1706055,16270.89038,655,-595,127.5574003,955.7334143999999,10540.38062,647,6276853,58459287,7123897
10825,1,250.55373050000003,2099.626709,242,-353,45.82168383,968.4248487,2576.366211,216,4017739,60022188,6794917
10826,1,249.32787779999998,3305.081787,293,-363,57.48984073,963.4507722999999,6367.37085,333,3978521,59407193,7032152
10827,1,299.9106117,19804.163090000002,797,-767,140.7272649,973.7157407,15932.09375,941,5756568,60679830,9214386
10828,1,392.49749199999997,67783.57715,1544,-979,260.3527936,991.8290002,54338.38842999999,1108,9859474,62958385,8662538
10829,1,420.2329153,94289.47241,1929,-1121,307.06590889999995,976.1435441,65433.34277,2098,11302125,60982798,9854319
10830,1,411.4272225,91230.69897,2504,-1494,302.04420039999997,1013.5938070000001,135646.3086,2637,10833431,65751834,14936586
10831,1,368.03886939999995,53146.37866,1070,-707,230.5349836,960.2022572999999,56972.12109,1578,8668967,59007256,13411724
10832,1,255.7874789,8179.195068000001,495,-545,90.43890241,954.6264322000001,6435.0625,412,4187343,58323944,8067167
10833,1,376.54888460000006,87849.0,1848,-939,296.39331980000003,1041.6646380000002,129925.4961,2911,9074500,69444174,10464333
10834,1,560.8923136,248326.1211,3555,-2717,498.3233098,1040.5414759999999,179870.2773,2324,20134412,69294500,17613872
10835,1,505.1935427,130026.1736,2756,-1464,360.591422,948.0567625,74801.5625,1627,16334113,57523944,12182954
10836,1,635.9395853999999,331333.4131,4939,-3737,575.6156818,971.1681914999999,117511.4756,2018,25882826,60362730,14293030
10837,1,311.9373435,37539.936519999996,1201,-969,193.7522555,967.5086805,21509.56421,735,6227514,59908675,10339900
10838,1,277.8842778,8485.579834,515,-555,92.11720705,951.8331162999999,7815.452148,451,4942059,57983122,8026562
10839,1,290.13415539999994,20129.29077,726,-535,141.87773180000002,956.6879961000001,12365.94312,509,5387381,58576123,7993680
10840,1,375.5659895,84063.1709,2120,-1545,289.93649460000006,974.1099222000001,46360.452880000004,1343,9027188,60728969,10174597
10841,1,957.9425136,861195.6443,6140,-4989,928.0062738,1172.654041,409012.8037,3754,58729847,88007520,28866605
10842,1,1201.859022,1369910.513,7958,-4676,1170.4317640000002,1236.851819,563298.3787,4636,92445767,97907355,23011454
10843,1,641.3284917999999,269514.6853,3747,-3020,519.1480379,945.9339961000001,103247.2773,1716,26323343,57266632,9943220
10844,1,390.4079997,39627.381839999995,979,-989,199.066275,956.7045978,64853.90234,1569,9754778,58578156,8942343
10845,1,373.4130588,36195.58984,908,-737,190.25138590000003,945.9029912000001,31284.9834,1098,8923988,57262878,8915092
10846,1,409.79541389999997,60737.42871,1585,-909,246.4496474,1006.574699,94889.6709,1441,10747666,64844328,13540711
10847,1,716.0147301,444702.8271,5060,-3656,666.8604255,1157.521335,494519.0564,4794,32811334,85750761,21969658
10848,1,354.78061,46362.905269999996,978,-898,215.32047110000002,980.6578388,68694.32788,1608,8055634,61548147,8746334
