,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,RangeA_V,Minimum_A_L,RMS_A_L,Variance_A_L,RangeA_L,EN_A_F,EN_A_V,EN_A_L
9074,0,-404,1222,375.2466689,94437.13184,307.30625089999995,1626,313,1392,995.7186004,35704.89063,1079,-267,340.7611884,11182.68359,742,9011844,63453154,7431564
1348,0,-191,-60,128.9841318,372.6865234,19.30509061,131,1009,1058,1032.126438,164.23217769999997,49,29,59.95623404,187.109375,70,1064762,68178239,230064
4266,0,-383,-343,358.13091180000004,93.75,9.682458366,40,872,911,895.8321202,91.13964844,39,366,402.95930699999997,156.05444340000003,59,8208496,51360972,10392077
2174,0,-4373,5040,1290.0374570000001,1561526.4630000002,1249.610524,9413,-39,3147,1419.5143369999998,465735.0837,3186,-881,409.9343316,83637.74902,1930,106508585,128961341,10754954
6145,0,-20,20,10.75290658,112.109375,10.58817147,40,990,1039,1013.9930119999999,80.88842773,49,207,240.8687402,132.39746090000003,60,7400,65803637,3713136
74,0,-3646,646,913.6559202999999,692013.0486,831.8732167000001,4292,137,3264,1148.054026,234834.9607,3127,-1534,490.4770318,101275.4834,2553,53425097,84353795,15396334
8122,0,-282,1191,376.4620665,95900.93359,309.6787587,1473,431,1735,1128.8467699999999,84014.03125,1304,-554,264.0120736,34016.80371,1177,9070316,81554882,4460952
3669,0,-141,-111,131.352579,51.53808594,7.17900313,30,921,980,952.0297067,116.06152340000001,59,376,416.7298098,152.43530269999997,69,1104224,58007076,11114479
5233,0,-131,-101,115.5546408,77.51464844,8.804240367,30,931,970,945.5437589,82.75,39,415,430.89296809999996,96.26464844,40,854584,57219392,11882800
6131,0,-20,30,11.03970108,99.90234375,9.995115995,50,990,1039,1015.5589359999999,87.96850586,49,198,226.47609559999998,109.42944340000001,49,7800,66007037,3282651
7524,0,60,292,160.2670135,2338.630615,48.35939015,232,901,1147,1015.673999,2288.310303,246,-257,230.8926969,21169.6709,771,1643873,66021995,3411932
6884,0,-1010,707,229.41862659999998,48556.881839999995,220.35626119999998,1717,774,1470,1023.15071,10767.85938,696,0,286.1464878,9938.514648,534,3368506,66997592,5240308
5508,0,646,696,666.0563039,75.0,8.660254038,50,578,617,595.2716817,63.01464844,39,504,525.9607875,90.234375,40,28392384,22678296,17704624
284,0,-5000,2474,880.1663815999999,733325.113,856.3440389,7474,-303,3833,1330.33394,566345.1091,4136,-1663,480.78581510000004,167146.0,2375,49580343,113266457,14793920
6289,0,-646,3121,586.8844781,321457.4626,566.9721886,3767,284,1764,1070.15199,114619.6211,1480,-465,496.55200189999994,141009.9724,2346,22043737,73294418,15780089
6767,0,-1646,2030,669.2135193,409105.4236,639.6134955,3676,450,3352,1159.847283,195860.71,2902,-3861,718.2937682,416247.875,5484,28662191,86095726,33020540
5929,0,-2161,2020,656.6480341,386553.4763,621.734249,4181,372,2009,1164.282941,128825.4626,1637,-930,451.64001500000006,89153.0271,1949,27595945,86755505,13054637
4877,0,-2161,1292,750.5733329,544698.2068,738.0367246000001,3453,117,2490,1350.527582,310717.2344,2373,-970,375.5118382,66999.63842999999,2168,36055061,116731184,9024585
803,0,-4898,1292,1035.842577,920625.9961,959.4925722000002,6190,78,1539,1027.943434,89180.30054,1461,-1435,420.85710539999997,69649.42358,2563,68670070,67626733,11335725
9570,0,-1323,2272,709.0022809,461100.1033,679.0435209,3595,19,2019,1238.394267,225063.1033,2000,-2069,400.85728450000005,134805.7969,2930,32171791,98151703,10283940
9496,0,-1292,2505,682.6699537000001,431413.19700000004,656.8205212,3797,9,2127,1235.055091,218447.6931,2118,-2000,401.982198,133919.4443,2792,29826449,97623109,10341740
6302,0,-1222,1333,493.96487410000003,216315.4568,465.0972552,2555,284,2039,1133.020286,145512.7031,1755,-1198,390.6841355,83530.82813,1950,15616083,82159038,9768582
8073,0,-80,989,208.0164882,23217.64429,152.37337130000003,1069,568,1196,1005.1367439999999,22512.35938,628,0,181.91279680000002,3125.409912,267,2769335,64659192,2117905
2863,0,-3303,2575,997.731419,865225.9412,930.1752207000001,5878,421,1833,1062.423608,92324.48217999999,1412,-455,339.61089869999995,51326.5625,1355,63709951,72239611,7381476
1438,0,-1757,949,672.7143246,341155.5,584.0851821,2706,254,1950,1137.194176,164901.9209,1696,-1118,350.0567811,98262.21484,1830,28962852,82765478,7842544
314,0,-646,181,294.2325292,25440.21875,159.499902,827,676,1431,960.6476412000001,19720.34546,755,-237,365.02934389999996,25857.083740000002,890,5540658,59062009,8527771
772,0,-1515,525,542.0797623999999,166222.9063,407.70443489999997,2040,264,2147,997.0092463999999,94671.56934,1883,-227,354.14097210000006,57221.4021,1236,18806430,63617756,8026613
4714,0,-90,-60,69.86594306,68.359375,8.267972847000001,30,852,892,864.5451839,78.125,40,554,581.6955684999999,100.2692871,49,312400,47836056,21655663
95,0,-2787,404,801.1407297000001,442073.3398,664.88596,3191,107,1539,949.1088419,106035.3438,1432,-831,392.2901907,61057.12109,1692,41076894,57651686,9849062
6500,0,-1929,1535,583.6035951,310110.1787,556.8753709,3464,284,2127,1177.423219,179073.875,1843,-366,436.37961900000005,78902.48217999999,1286,21797962,88724828,12187339
3138,0,-1757,5101,1254.486243,1509338.7419999999,1228.551481,6858,-862,3509,1270.307947,622724.249,4371,-1396,398.95938860000007,115826.5586,1990,100719087,103275666,10186790
2730,0,-585,-555,569.2703663,58.76464844,7.665810358,30,754,794,771.5445547999999,68.75,40,376,407.544687,151.0114746,59,20740400,38097984,10629931
8518,0,-636,2070,586.4604099999999,294373.9219,542.5623668,2706,333,2137,1225.9308130000002,179723.4587,1804,-1564,319.79549130000004,75984.64063,2593,22011892,96186007,6545226
4071,0,-444,-424,433.8887386,39.03808594,6.24804657,20,882,941,913.4946292000001,161.45996090000003,59,227,264.8730828,114.81933590000001,60,12048604,53406236,4490096
3075,0,-4676,5030,1097.760732,1194092.965,1092.745608,9706,-215,1990,1131.123626,219892.1006,2205,-851,371.91461969999995,48816.67358,1415,77125032,81884202,8852511
1589,0,-4969,878,947.6813728,783887.6697,885.3743105000001,5847,-29,3774,1054.913548,309242.4023,3803,-1356,388.6856659,112236.7595,3088,57478399,71221926,9668899
9713,0,272,323,298.5415329,127.376709,11.28612905,51,970,1009,988.2881507000001,75.40625,39,99,121.84691979999998,126.157959,49,5704131,62509662,950187
4552,0,454,494,481.1114086,77.12402344,8.782028435,40,892,931,911.8874314,79.66308594,39,89,109.75370149999999,110.3125,49,14813964,53218476,770936
8706,0,-252,-222,237.34916260000003,165.625,12.86953768,30,980,1000,986.7362552999999,34.54589844,20,198,222.8622753,91.78808594,39,3605416,62313500,3178726
6357,0,121,171,150.5440135,97.82714844,9.890760761000001,50,960,1000,979.5718132999999,79.46777344,40,297,322.6258718,131.5876465,49,1450464,61411900,6661597
10196,0,272,313,292.363777,112.173584,10.59120314,41,911,960,938.8115075999999,86.14819336,49,336,353.6723413,121.875,40,5470501,56407491,8005384
5706,0,-1969,909,619.0393515,344707.9209,587.1183193,2878,78,2166,1266.355407,269594.9216,2088,-1217,392.36108210000003,102190.9688,2256,24525422,102633985,9852622
9827,0,303,333,319.3698874,76.5625,8.75,30,960,1000,981.4490243999999,83.95996094,40,118,134.0554922,115.234375,40,6527816,61647500,1150136
5689,0,-2080,1404,663.3801112000001,396228.73799999995,629.4670269999999,3484,-58,2323,1288.226209,302702.2048,2381,-821,363.7414088,92507.5625,1791,28164683,106209713,8467700
6051,0,50,101,75.50889848,95.328125,9.763612293,51,1000,1039,1015.701251,91.41308594,39,188,216.04708689999998,155.2460938,59,364902,66025538,2987286
4941,0,353,767,535.0571377,8672.409912000001,93.12577469,414,725,901,838.9865352,1130.5585939999999,176,237,322.68429810000003,1865.108398,159,18322313,45049498,6664010
1564,0,-3555,1252,939.1274874,670130.375,818.6149125,4807,-39,1843,1087.573151,178717.4197,1882,-2188,510.5127784,213717.2126,3603,56445468,75700183,16679891
1875,0,-1313,1919,561.3309936,310018.1482,556.7927336,3232,-68,1862,1161.972118,153855.9607,1930,-861,817.0029357000001,454987.2029,3633,20165919,86411469,42719603
7924,0,90,141,111.65495120000001,170.0974121,13.04213986,51,1000,1049,1024.563184,129.46875,49,118,158.9101554,239.03808590000003,60,797877,67182702,1616156
10202,0,262,313,294.37383230000006,100.4743652,10.023690199999999,51,911,960,935.4590785,98.83496094,49,336,355.72645739999996,138.84277340000003,50,5545981,56005356,8098644
7304,0,-505,9218,3292.173456,10324944.25,3213.245127,9723,843,7170,2655.691541,4373951.59,6327,366,5080.064843,21307489.83,13968,693657988,451372644,1651651764
9317,0,-40,161,77.93516937,683.1188965,26.13654332,201,950,1117,1006.324772,936.4645995999999,167,227,276.3178084,451.28125,119,388729,64812131,4886498
12,0,-141,-20,89.71883164,835.0898437999999,28.8979211,121,960,1039,994.3510761,263.1396484,79,237,310.4800718,549.5849609,129,515166,63278980,6169464
1770,0,-191,-151,173.69261640000002,121.06933590000001,11.00315118,40,970,1019,998.8341406999999,74.44311523,49,217,246.53777599999998,157.20214840000003,50,1930824,63850857,3889976
2604,0,-525,-272,472.17030489999996,1648.0563960000002,40.59626087,253,803,980,843.2567539999999,1565.282959,177,188,406.8428367,2910.53125,267,14268467,45509245,10593350
2359,0,-1848,2777,695.2409878999999,442391.7412,665.1253575000001,4625,215,2401,1223.1533470000002,218179.8416,2186,-673,370.2443239,79203.02515,1445,30935042,95750663,8773175
2057,0,-1050,1494,432.33363849999995,168662.0537,410.68485939999994,2544,666,1568,1011.188031,8735.43335,902,-59,219.3142366,11084.58179,732,11962392,65440079,3078319
2618,0,-474,-444,455.47440930000005,62.08496094,7.879401052,30,843,882,865.2166094,104.4443359,39,346,365.6271154,70.09277344,40,13277244,47910386,8555724
6236,0,-2545,1202,511.23192209999996,240119.5701,490.0199691000001,3747,470,1950,1135.369612,93185.21484,1480,-257,342.2079503,44526.55371,1078,16726917,82500106,7494802
1881,0,-3686,2232,920.3651448999999,760047.0,871.8067446,5918,29,3382,1449.59033,554708.9844,3353,-1267,495.99330580000003,172084.8474,2663,54212608,134483976,15744599
9231,0,-373,1161,363.9240134,78398.96777,279.9981567,1534,735,1225,984.7761563999999,8863.382568,490,0,344.14461439999997,7744.146240000001,554,8476204,62066181,7579873
5135,0,-181,-131,157.5011905,177.2460938,13.31338025,50,990,1049,1023.932081,116.890625,59,69,105.984595,211.0153809,69,1587624,67099962,718895
2653,0,-585,-555,568.8090629,67.1875,8.196798155,30,745,794,772.9862244,99.47827148,49,386,407.08944039999994,98.24902344,49,20706800,38240493,10606196
7911,0,111,151,134.88791640000002,79.27246094,8.90350835,40,1000,1049,1025.328476,128.88256840000003,49,89,119.54287930000001,151.80371090000003,69,1164464,67283103,914592
8871,0,30,111,70.3145833,377.3376465,19.42518073,81,950,1029,989.6780411000001,228.6835938,79,297,330.5345339,198.33569340000003,69,316425,62685608,6992197
1882,0,-3141,2747,1013.802681,918358.9648,958.3104741000001,5888,88,3078,1445.198316,499934.8689,2990,-980,530.2435319,193569.9509,2494,65778936,133670283,17994125
5437,0,606,646,625.5847763999999,66.96777344,8.183383983999999,40,558,607,589.5567852999999,85.37475586,49,554,585.4291827999999,118.314209,59,25046804,22244941,21934549
6681,0,80,131,102.8064778,104.5212402,10.22356299,51,980,1029,1005.389135,91.25683594,49,227,258.96959280000004,129.85839840000003,60,676427,64691668,4292176
9525,0,0,60,25.40300179,103.2958984,10.16345898,60,1000,1049,1022.500481,96.84155273,49,188,204.5227295,79.56420898,39,41300,66912463,2677091
4106,0,-1464,3474,506.816504,253092.2412,503.0827379,4938,598,2068,1028.773359,41050.23438,1470,-1881,626.0262325,256760.7031,4930,16439230,67735976,25082166
7762,0,-262,575,213.781869,34611.96484,186.04291130000001,837,529,1450,1069.443795,38123.499019999996,921,-613,211.35940209999998,22064.855219999998,1028,2924972,73197442,2859059
849,0,-4989,1767,1050.917739,996638.9961,998.3180836000001,6756,-147,3058,1095.801683,438461.3474,3205,-2138,529.5986098000001,202092.1865,4276,70683398,76850005,17950380
5264,0,-151,-121,134.69548989999998,69.43359375,8.332682266,30,911,950,931.6541321000001,83.39428711,39,425,456.09415149999995,142.8710938,60,1161144,55550683,13313400
9638,0,-828,2353,546.2018285,261147.7256,511.02614960000005,3181,156,1715,1100.790966,73985.19434,1559,-1524,313.84704669999996,75764.9834,2009,19093532,77551408,6303998
9956,0,292,333,314.99419639999996,94.75683594,9.734312298999999,41,960,1009,983.5938806,92.46655273,49,118,144.5194624,167.8710938,70,6350166,61917243,1336696
1168,0,-343,-262,317.91166719999995,172.2614746,13.12484189,81,852,950,906.4421950999999,320.07006839999997,98,356,412.350579,237.4960938,79,6468341,52584797,10882112
1499,0,-2686,646,762.8751946000001,486921.9648,697.7979397999999,3332,225,1911,1121.713749,152162.2712,1686,-198,374.4676638,77585.32715,1693,37246628,80527471,8974466
4076,0,-191,-131,159.88980580000003,144.4335938,12.01805283,60,970,1009,993.6725442,94.484375,39,257,280.8125209,131.5876465,49,1636144,63192648,5046763
9719,0,272,323,298.0250357,98.71459961,9.935522111000001,51,970,1009,989.2427739,78.44311523,39,89,122.428423,180.8710938,59,5684411,62630481,959278
7787,0,-181,-111,146.9089854,174.9023438,13.22506498,70,1000,1049,1022.978968,84.83984375,49,69,91.25830442,185.83569340000003,59,1381264,66975102,532997
65,0,-949,606,307.88129310000005,43396.583739999995,208.3184671,1555,382,1401,935.4011673,26388.93359,1019,-178,448.1902324,45157.92554,1425,6066617,55998422,12855967
10147,0,-979,3727,947.0790787000001,798735.3037,893.7199245999999,4706,-127,1931,1213.394251,194330.6873,2058,-504,289.1933015,33938.60327,1147,57405362,94228839,5352497
7410,0,-828,1242,433.5308885,146663.8711,382.9671932,2070,215,2019,1184.326549,132641.2461,1804,-683,271.93884310000004,39777.74585,1336,12028738,89768280,4732847
5445,0,606,646,626.8443288,79.07714844,8.892533297,40,568,627,589.2901714999999,84.17089844,59,564,582.7558719,116.10058590000001,49,25147764,22224826,21734682
10066,0,-1080,2090,655.5242177,379185.3896,615.7803096,3170,0,2196,1187.013453,176900.9375,2196,-1841,377.029446,117624.7068,2573,27501568,90176060,9097677
2116,0,-2727,5090,1160.025343,1247425.525,1116.882055,7817,49,2852,1337.937674,460668.2188,2803,-603,405.067722,80802.52515,1880,86122163,114564942,10501111
2059,0,-363,747,233.61520180000002,35185.5,187.57798380000003,1110,872,1343,1016.881238,4615.269287,471,59,229.4290127,5324.624756,436,3492868,66179037,3368811
2994,0,-20,40,20.841665,138.9648438,11.78833507,60,960,1029,996.0783729,156.125,69,267,308.8029307,225.5585938,69,27800,63499016,6102992
6558,0,-1383,1747,487.8700358,215116.9705,463.80704010000005,3130,372,1607,1068.8271320000001,42514.875,1235,-485,516.3338915,148973.124,1900,15233099,73113052,17062444
7222,0,-505,-505,505.0,0.0,0.0,0,843,843,843.0,0.0,0,386,386.0,0.0,0,16321600,45481536,9535744
4345,0,-2373,1343,719.2340001,499877.6716,707.0202767000001,3716,166,2264,1265.960684,245977.4919,2098,-574,343.78663439999997,44443.05859,1643,33107043,102570013,7564112
9172,0,-242,868,293.6234302,62777.02246,250.55343230000003,1110,558,1352,1006.429953,23249.33984,794,19,331.0879792,9189.678711,505,5517742,64825680,7015632
1844,0,-3888,3202,1063.54135,1037474.64,1018.564991,7090,-68,2970,1418.861086,462130.0537,3038,-1099,494.3234328,178579.4365,2504,72391693,128842674,15638762
535,0,-515,-10,376.8531503,11731.138429999999,108.3103801,505,843,1029,904.9509654999999,1776.749023,186,118,376.3537025,5492.640381,426,9089171,52411920,9065095
10131,0,-797,3535,733.5311215,461598.374,679.4103135,4332,333,1715,1116.327671,105897.1943,1382,-1554,451.48479000000003,151975.5701,2494,34436346,79755998,13045665
8474,0,-989,1090,421.91197989999995,124098.6836,352.2764307,2079,529,1352,1065.659823,30142.90015,823,-871,311.5352358,81339.23022,1573,11392622,72680375,6211469
5229,0,-343,-20,214.5269869,5388.087646,73.40359423,323,754,1088,990.1102368999999,4359.522461,334,-158,306.3087189,24738.194340000002,900,2945397,62740370,6004802
8683,0,-313,1333,493.1294518,125891.8115,354.812361,1646,568,1421,1071.799917,50058.02734,853,-237,202.5357993,13733.83984,603,15563306,73520324,2625328
7720,0,-1373,2858,495.63625460000003,229058.6111,478.6006802,4231,568,2078,1070.444059,64022.97241,1510,-514,232.1122775,26862.105219999998,1018,15721939,73334431,3448071
10476,0,90,141,116.6192389,147.67163090000003,12.15202168,51,1000,1049,1020.948257,85.77246094,49,158,181.46457130000002,151.41967769999997,59,870403,66709462,2107481
993,0,-1595,1202,413.08335639999996,125766.7048,354.63601739999996,2797,313,2196,967.5179585000001,49197.9375,1883,-366,443.54296229999994,26354.89819,1078,10920823,59909824,12590743
10304,0,-1040,5111,771.2264077000001,572881.5466,756.8893886,6151,88,3000,1192.214667,257674.25,2912,-1237,287.72523789999997,67129.54688,1831,38066571,90968052,5298292
10273,0,-1272,2050,620.7850624,320540.2031,566.1627002,3322,372,1843,1252.48324,110620.281,1471,-1861,360.4892075,107630.2412,2702,24663942,100397713,8316958
8178,0,-565,858,351.5336044,73203.68359,270.56179260000005,1423,539,1539,1067.647626,47225.896239999995,1000,-851,257.28146069999997,32510.03027,1256,7908856,72951773,4236400
10662,0,-1444,2797,663.3808412999999,396855.6287,629.9647837,4241,-9,3098,1173.328419,258690.7302,3107,-2603,611.7367694,364703.4336,3711,28164745,88108773,23950200
6618,0,-40,10,16.15355998,116.18652340000001,10.77898527,50,1000,1039,1019.386013,86.16308594,39,188,215.55382880000002,177.9645996,59,16700,66505462,2973661
4623,0,-1040,919,347.13476760000003,115374.6443,339.66843289999997,1959,245,1852,1096.2121220000001,104392.031,1607,-534,301.6460312,23577.073969999998,1385,7712163,76907585,5823381
346,0,-2656,1060,761.6678964,448765.7166,669.899781,3716,49,1960,1075.026722,234112.4529,1911,-851,547.2027446000001,143652.6211,2395,37128831,73963677,19163574
3311,0,-80,-40,56.41642048,71.26464844,8.441839162,40,921,960,939.7139607999999,79.09545898,39,425,457.64000589999995,128.125,60,203700,56515989,13403800
7024,0,202,242,227.07088650000003,103.1005859,10.15384587,40,970,1009,989.9932369999999,79.41967773,39,207,224.5821119,107.00683590000001,40,3299916,62725543,3227976
6985,0,60,252,171.64338940000002,1021.792725,31.96549272,192,833,1068,990.4239623,1891.217773,235,227,261.6200728,568.5302734,109,1885533,62780136,4380484
