,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,RangeA_V,Minimum_A_L,RMS_A_L,Variance_A_L,RangeA_L,EN_A_F,EN_A_V,EN_A_L
8633,0,-626,1323,470.59961749999997,167552.9648,409.3323403,1.120507613,1.011664197,1949,480,1509,1089.180562,60029.57007,245.00932650000001,0.265804702,1029,-415,261.31978730000003,29158.246089999997,1117,14173696,75924115,4370434
8077,0,90,131,115.4125074,84.26342773,9.179511302,-0.28734965100000004,-0.181306788,41,1000,1039,1022.851559,79.90234375,8.938811093,0.7009781209999999,39,128,156.6562718,117.35839840000001,60,852483,66958420,1570636
5191,0,-131,-80,105.4981487,134.3708496,11.5918441,-0.10349591400000001,0.25350211,51,1009,1049,1027.793328,89.0625,9.437293044,-0.530009234,40,128,156.42070669999998,141.18652340000003,60,712311,67606984,1565916
1996,0,-2121,2595,759.9556216,500846.82200000004,707.7053215,4.301820041,0.38772476,4716,-205,2578,1330.7905130000001,374285.6736,611.7889126,-0.121819833,2783,-455,379.53713589999995,90195.43359,1455,36962083,113344217,9219100
1416,0,-2222,767,726.5542069,405173.115,636.5321005,1.2979168079999999,-1.1207765729999999,2989,156,1990,1158.457966,191332.865,437.4161234,-0.278396989,1834,-653,329.2941552,61987.65601,1623,33784385,85889591,6939817
4951,0,-101,-50,72.86577986,181.5192871,13.47290938,-0.657091699,-0.217334575,51,990,1029,1010.7823699999999,128.60839840000003,11.34056429,-0.825087659,39,217,249.19921749999997,239.23339840000003,70,339803,65387584,3974416
5555,0,646,686,664.6569134,83.95996094,9.16296682,-0.45345501899999996,-0.206204855,40,568,607,592.9643618,87.44116211,9.350997921,0.001113867,39,504,534.2980793,151.53808590000003,60,28273204,22502831,18270364
6095,0,-70,393,142.80559340000002,11621.94434,107.805122,0.22161228600000002,0.7109877040000001,463,882,1107,1011.1131859999999,2944.131836,54.25985474,-0.532879311,225,-118,283.2984292,23688.350590000002,603,1305180,65430392,5136512
7063,0,212,252,230.44779780000002,76.73339844,8.759760182,0.079866181,0.061530838,40,970,1019,990.6401182,91.86621094,9.584686272,0.056669297,49,207,229.0365691,145.48339840000003,40,3398796,62807542,3357296
3503,0,-30,40,23.28492001,348.8037109,18.6762874,-0.22206945,-0.663000544,70,960,1019,990.5650849,128.9375,11.35506495,-0.271489524,59,297,328.9566128,187.251709,59,34700,62798028,6925597
1435,0,-4525,4696,1085.641818,1067937.1840000001,1033.4104619999998,13.63081384,-0.21292952699999998,9221,-696,4647,1254.024129,311693.1599,558.2948682,23.71232479,5343,-4237,634.3350111000001,385055.7656,5979,75431562,100644897,25752378
5242,0,-141,-111,128.9442709,74.19433594,8.613613407999999,-0.948034226,-0.02961834,30,911,950,935.6306196,68.99121094,8.306094807000001,0.052210375999999996,39,425,449.1693723,95.99609375,50,1064104,56025898,12912200
10057,0,80,161,130.7180291,345.26928710000004,18.58142317,-0.468207386,-0.46404995200000004,81,990,1039,1021.5946560000001,97.62280273,9.88042523,0.7630201759999999,49,128,155.0431392,245.3125,70,1093581,66793961,1538456
512,0,-333,-282,308.1909412,117.65625,10.84694657,-0.33557668399999996,-0.120106505,51,813,852,836.3543563,96.14624023,9.805418922000001,-0.820959033,39,524,548.2270287,180.3710938,50,6078826,44767271,19235384
3850,0,-131,-80,109.66846340000001,101.8493652,10.09204465,0.126413901,0.293776402,51,941,1000,969.7589987,108.3649902,10.40985063,0.824828626,59,346,374.0304132,209.6875,69,769739,60187681,8953520
7364,0,-1383,838,380.9484668,121352.7673,348.357241,4.466487146,-1.042194852,2221,313,1627,1089.064421,89721.43359,299.53536280000003,0.043381000999999995,1314,-1108,266.5365829,36364.32715,1523,9287791,75907924,4546672
6421,0,131,161,149.66963619999999,69.43359375,8.332682266,-0.427483725,-0.349077906,30,960,1000,980.2048573999999,95.28808594,9.761561655,-0.097756057,40,297,325.31066880000003,141.08496090000003,49,1433664,61491300,6772930
8112,0,-1929,1212,433.06924239999995,164719.6475,405.85668339999995,9.552564946,-1.4016983509999998,3141,323,1696,1145.873377,117727.74,343.1147621,-0.296026821,1373,-1188,276.79567149999997,41926.78125,1732,12003134,84033651,4903414
9207,0,-595,1696,402.5230583,106696.9521,326.6449941,6.867401445,1.96086447,2291,578,1490,993.0909370999999,20278.486080000002,142.4025494,2.719200283,912,-306,331.88611089999995,13786.65015,820,10369588,63118695,7049497
1032,0,-4363,787,1094.44191,1008197.277,1004.090274,7.984437517999999,-2.686185542,5150,-186,3254,1066.4921980000001,292356.3201,540.6998428999999,4.780029477,3440,-2247,554.014962,231539.4314,3256,76659398,72793959,19643685
2817,0,-2474,636,746.0311865,470511.9756,685.938755,3.722200725,-1.993028354,3110,-49,2117,1029.0157390000002,104985.4392,324.0145664,3.6990808189999997,2166,-782,398.53597310000004,79597.46851,1702,35620002,67767897,10165179
6990,0,-1737,1404,508.2882118,237467.62399999998,487.30649910000005,2.703544893,-0.299795338,3141,264,2049,1157.248116,176296.863,419.8771999,-0.044539074000000005,1785,-1188,439.1516858,97672.31226,2287,16534842,85710285,12342669
9418,0,-1535,1909,601.6985463,313579.2458,559.9814692000001,3.065780407,1.192700426,3444,392,2000,1245.160607,125012.8037,353.57149730000003,-0.148273795,1608,-1801,393.698191,137263.5173,2731,23170633,99227196,9919889
10220,0,282,323,300.0879038,108.99121090000001,10.43988558,-0.100062665,0.490477015,41,911,950,930.8563094000001,81.55859375,9.030979667,-0.498841705,39,336,364.3908444,79.85839844,50,5763376,55455582,8497964
372,0,-4464,2808,1012.501103,942169.4783,970.6541497000002,7.599587947000001,-1.731974114,7272,215,3911,1174.388664,264283.7224,514.085326,15.77108754,3696,-2861,642.6978781,272505.8662,4593,65610143,88268079,26435876
2617,0,-474,-434,453.6050733,66.96777344,8.183383983999999,0.170634987,-0.086495326,40,843,892,866.6452111,116.2751465,10.7830954,-0.065950146,49,336,363.9690921,113.96484380000001,50,13168484,48068731,8478304
1750,0,-181,-141,165.3624806,99.12109375,9.955957701,-0.744946007,0.120419518,40,980,1039,1007.59784,134.18652340000003,11.58389069,0.388490949,59,188,221.15467579999998,309.81030269999997,69,1750064,64976218,3130201
614,0,-191,-30,113.03629120000001,1584.224365,39.80231608,-0.475056971,0.052103582999999995,161,931,1078,991.2598439,855.704834,29.25243296,1.3561921780000001,147,247,322.72765710000004,1302.64624,208,817741,62886149,6665801
2112,0,-4929,2131,1058.836869,1019204.9759999999,1009.556822,6.09546701,-1.827970691,7060,88,4656,1447.504339,536750.6475,732.6326825,6.011769371000001,4568,-2386,530.2369459,198818.0898,3544,71752673,134097204,17993678
322,0,-4535,4131,1088.328915,1083345.765,1040.838972,7.9673400910000005,-0.38149692399999996,8666,-147,4137,1192.922161,412347.2256,642.1426832000001,6.829665105,4284,-2811,576.6857626,225535.2568,4117,75805429,91076050,21284254
5245,0,-141,-111,129.3894316,68.359375,8.267972847000001,-0.443232653,0.30323549699999996,30,911,950,933.0097467,76.49902344,8.746372016,-0.097478687,39,435,452.7450994,80.44433594,40,1071464,55712460,13118600
10800,0,181,222,198.4748882,89.21875,9.445567744,-0.274276548,0.388668103,41,990,1029,1011.1680130000001,86.984375,9.326541427999999,-0.520669594,39,148,165.415953,127.12402340000001,50,2521106,65437488,1751196
10566,0,50,101,82.61440931,149.73999019999997,12.23682926,-0.160883727,-0.289350777,51,990,1049,1026.880006,106.548584,10.32223735,1.431804413,59,128,151.02131469999998,110.13183590000001,50,436809,67486883,1459676
738,0,-3404,1252,963.627035,791028.7969,889.3979969000001,3.987837251,-1.9047606119999998,4656,-98,3607,1167.828152,351346.4209,592.7448194,4.238006598999999,3705,-2465,611.746322,241441.6475,4128,59428932,87284646,23950948
10007,0,242,272,259.31689109999996,67.08984375,8.190839014,-0.558557871,-0.123620374,30,980,1019,997.3281024,93.45214844,9.667065141,-0.299254612,39,138,158.9160549,141.96777340000003,50,4303696,63658454,1616276
10143,0,-1282,2595,725.4566665,459981.125,678.2190833,3.480243979,1.5132086480000002,3877,98,2156,1216.18543,191307.5898,437.387231,-0.12883714,2058,-2188,467.0347451,203096.0564,3643,33682392,94662848,13959773
10694,0,-1181,1888,536.4529628,226262.2803,475.6703483,3.392974965,0.642120739,3069,29,2107,1114.86156,142482.5154,377.46856210000004,1.30402505,2078,-1722,446.4303206999999,183011.8906,2603,18418034,79546643,12755202
1324,0,-242,-202,217.8393904,93.359375,9.662265521,-0.23651546699999998,-0.446567479,40,843,882,860.9025605,101.2568359,10.06264557,-0.6444810910000001,39,524,551.8792327000001,246.06933590000003,60,3037056,47433806,19492524
3900,0,-1080,3979,739.0990609,482171.4236,694.3856447000001,14.82233891,3.3145930839999997,5059,-411,1686,1041.364137,181493.8982,426.0210068,1.616223755,2097,-603,283.904611,59399.73804,1533,34961115,69404113,5158517
5305,0,-1444,585,312.4853247,84782.5564,291.1744432,7.872321941,-2.068677952,2029,745,1549,1026.3463789999998,21353.12866,146.1270976,3.579563015,804,-99,191.3323352,4600.616211,396,6249413,67416761,2342916
6942,0,131,171,156.4960063,106.22558590000001,10.30657974,-0.805787969,-0.127546531,40,970,1019,997.7328832000001,90.55859375,9.516227916,-0.243254114,49,227,253.95299759999997,118.92089840000001,50,1567424,63710138,4127496
3115,0,-666,1474,334.0184314,107424.1719,327.756269,5.68838505,1.626476206,2140,352,1666,1046.584221,53918.28125,232.2031034,1.6857574919999998,1314,-158,319.44429289999994,27174.01563,1078,7140372,70101666,6530858
1138,0,-232,90,73.17797227,4191.566162,64.74230581,2.318410777,-1.619704424,322,598,1098,980.7911985,7239.178711,85.08336329999999,7.040904648,500,217,303.09695750000003,1576.9060060000002,198,342721,61564888,5879537
4213,0,-373,-333,351.70424360000004,77.70996094,8.815325345,0.031514617,-0.0036418559999999997,40,882,921,902.4317668,102.453125,10.12191311,-0.5174558579999999,39,366,390.21198169999997,104.44702149999999,39,7916536,52120518,9744985
8531,0,-969,1414,493.42395880000004,183984.5662,428.93422130000005,1.5152108880000001,0.9284452040000001,2383,607,2117,1291.6704359999999,122081.406,349.4014969,0.349631724,1510,-1722,301.5163501,69142.02905,2118,15581901,106778401,5818375
1505,0,-606,232,212.49775730000005,19450.18921,139.4639352,2.281772916,-0.82561535,838,813,1294,1025.884687,3511.3610840000006,59.25673872,7.910693861,481,-207,160.1595396,11819.11304,860,2889939,67356121,1641669
4348,0,-1656,1747,632.6985731000001,394044.2458,627.7294368,1.4478129119999998,-0.514016595,3403,127,2235,1251.101733,215120.4822,463.81082589999994,0.179114577,2108,-1089,364.2164749,71621.48217999999,2098,25619679,100176355,8489833
5867,0,70,111,94.66297125,116.2634277,10.782552,-0.514884849,-0.21948222,41,990,1039,1012.83152,101.8271484,10.09094388,-0.191547243,49,188,215.7780616,113.18725590000001,49,573509,65652972,2979851
1234,0,-343,-303,317.8299467,90.52734375,9.514585842,0.03440126,-0.361606279,40,843,931,886.7457446000001,241.83178709999999,15.55094168,0.493632755,88,435,458.09728770000004,117.74902340000001,50,6465016,50324353,13430600
4901,0,-2888,2313,827.0671073,675821.4443,822.0835994,3.727002575,-1.08647338,5201,98,2362,1248.835357,242187.9521,492.1259515,0.505751375,2264,-217,359.92447119999997,42539.061519999996,1355,43778560,99813744,8290920
8023,0,-505,858,262.7396228,43746.140380000004,209.15578019999998,3.409226875,1.042206302,1363,823,1500,1103.466158,19365.256840000002,139.1591062,1.1661571590000002,677,-683,250.1338392,22077.95215,1118,4418055,77928804,4004284
4114,0,-1000,2606,514.3536144,261873.4861,511.7357581,10.14561958,2.448551797,3606,107,2078,1008.5174609999999,175415.9023,418.82681660000003,0.286780131,1971,-1574,832.7791199,518561.8584,4871,16931817,65094878,44385348
2665,0,-585,-545,569.437771,71.484375,8.454843287000001,0.151751321,-0.118760139,40,754,794,772.6379731000001,68.33496094,8.266496292000001,-0.39586715100000003,40,386,408.3621248,117.07714840000001,49,20752600,38206044,10672616
2063,0,-101,-60,81.86326252,69.52734375,8.338305808,0.19575453399999998,0.21177739199999998,41,980,1029,1017.059341,88.92163086,9.429826661,1.8653125819999998,49,198,217.046438,115.04589840000001,49,428902,66202221,3014986
3528,0,-232,-151,175.19475769999997,226.59155269999997,15.05295827,2.2983131969999997,-1.33164407,81,872,941,910.1773007000002,208.9648438,14.45561634,-0.10096789800000001,69,396,486.24979110000004,531.3337402,128,1964365,53019054,15132087
10358,0,50,80,65.71719714,93.75,9.682458366,-0.973333333,-0.103279556,30,931,970,948.2070497999999,66.70483398,8.167302736,-0.047728507999999996,39,405,434.34577239999993,110.32714840000001,50,276400,57542183,12074000
5777,0,-2828,3555,803.3763517000001,608717.3711,780.2034165,8.433656327000001,0.69547252,6383,98,4333,1285.3316810000001,396417.2148,629.6167206,8.592949897999999,4235,-3089,609.9827353999999,327505.1719,4683,41306468,105732962,23813052
377,0,-303,10,162.9890238,3872.823975,62.23201728,0.269340473,0.254932993,313,911,1029,976.8121301000001,853.796875,29.21980279,-0.74461275,118,247,350.9706184,2380.683594,238,1700187,61066364,7883544
2321,0,-161,-121,145.8308095,87.28027344,9.342391206,-0.408496298,0.093668462,40,980,1029,1006.9430689999999,74.14746094,8.610891994,0.510647683,49,217,230.65585840000003,100.6835938,40,1361064,64891798,3404936
4326,0,-1898,2151,678.1429145,454898.7461,674.4618196,2.500226755,-0.468536137,4049,254,2078,1265.8267119999998,207445.5447,455.46190260000003,-0.43395121,1824,-1009,336.4588338,51444.53101,1909,29432180,102548305,7245091
2507,0,-636,-606,619.3217559999999,50.17089844,7.0831418479999995,-0.09609178300000001,-0.22561795,30,686,725,706.9964418,83.33984375,9.129065875,-0.200103222,39,425,450.60722919999995,124.78027340000001,50,24547804,31990014,12995000
7974,0,-929,747,309.3280267,58513.19312,241.8950043,5.866942365,-1.07223079,1676,558,1343,1069.1507869999998,42747.967769999996,206.75581680000002,-0.124765294,785,-465,218.6006276,16329.88647,821,6123765,73157338,3058319
7755,0,-383,979,326.1575779,80099.31616,283.0182258,1.239210055,1.1240948929999999,1362,539,1696,1051.8394449999998,56125.55859,236.9083337,0.962413725,1157,-950,262.8675403,37393.08984,1385,6808241,70807438,4422358
3210,0,-60,-20,39.42952574,65.20996094,8.075268475,0.659363484,-0.082627105,40,901,960,936.5668439,95.93725586,9.794756549,1.753498889,59,425,458.2541598,118.359375,50,99500,56138077,13439800
6689,0,90,121,103.52181230000001,72.32983398,8.50469482,-0.320877772,0.267767711,31,990,1029,1007.971214,67.96484375,8.244079315,-0.319249609,39,207,238.6935797,137.08496090000003,60,685873,65024382,3646376
597,0,-1626,626,375.2326986,132640.408,364.1983086,6.92494392,-1.7349372669999998,2252,78,1509,983.1014142000001,38607.72632,196.488489,5.685946862000001,1431,-594,451.07874169999997,38686.77734,1673,9011173,61855257,13022210
7140,0,-60,242,132.5472793,5931.765625,77.01795651,-1.099204504,-0.091292379,302,970,1107,1021.3535519999999,1009.2146,31.76813812,0.759822143,137,138,180.0870449,1212.8710939999999,149,1124402,66762437,2075606
9872,0,303,333,317.78078139999997,59.27734375,7.699178122,-0.385980149,0.002006034,30,970,1000,981.7610133999999,82.98339844,9.109522404,-0.455446244,30,108,133.98204170000002,137.28027340000003,60,6463016,61686700,1148876
4916,0,-1919,2454,716.9264367000001,510617.7029,714.5751905000001,2.39816082,-0.18778942899999998,4373,147,2147,1273.450971,241492.9648,491.4193371,-0.297504399,2000,-2188,446.92221780000006,138266.4648,3326,32894945,103787352,12783326
1380,0,-555,-80,318.1820185,10271.58179,101.3488125,-0.251720021,-0.180712259,475,833,1235,990.0361972999999,8745.831787000001,93.51915198,0.11365007699999999,402,-603,303.2277146,56302.78687,1424,6479347,62730987,5884611
3452,0,121,181,146.2544871,165.5273438,12.86574303,-0.196076957,-0.04084043,60,960,1019,995.1721977,125.0349121,11.1819011,0.23304313399999999,59,247,281.4331903,147.017334,59,1368984,63383533,5069097
1791,0,-323,565,230.2615022,25292.90601,159.03743590000002,7.08226148,2.61916157,888,264,1901,1073.6602699999999,84042.70215,289.9011938,3.004892953,1637,188,349.0945431,24093.52734,861,3393303,73775768,7799488
7826,0,50,90,70.65541381,70.28808594,8.383799016000001,-0.034870614,-0.347586789,40,990,1039,1013.172231,95.703125,9.782797402,-0.37952853,49,217,244.69802819999995,96.875,50,319500,65697150,3832136
1304,0,-262,-161,223.5875807,234.5273438,15.31428561,3.097544122,0.733880201,101,823,892,863.8852191999999,260.60131839999997,16.14315082,-0.526263128,69,475,548.7102917999999,830.3571777000001,119,3199450,47763051,19269311
2452,0,-666,-50,264.2458609,17040.8125,130.5404631,1.1196262129999999,-1.173560826,616,735,1098,922.9929831000001,5602.294678,74.84847813,0.27641978100000003,363,326,435.9490187,2576.0778809999997,208,4468856,54522627,12163299
5889,0,-1646,1595,587.8322199,296276.5928,544.3129547999999,2.252879076,0.208553055,3241,323,2068,1166.725767,166634.1716,408.20849039999996,-0.013185077,1745,-1207,454.86474639999994,95408.55371000001,2147,22114990,87119937,13241724
1493,0,-2484,1767,776.7424465,470023.9724,685.5829434999999,2.245400015,-0.631042679,4251,235,3588,1206.828456,208571.3845,456.69616210000004,11.50205207,3353,-1514,372.7355379,105671.1406,2444,38613045,93211835,8891634
1689,0,-5000,2777,1155.005269,1200983.211,1095.893795,6.419441125,-1.71855983,7777,-1049,4382,1249.282275,427046.9138,653.4882660000001,9.704147568,5431,-4811,720.1149972999999,486574.9333,6306,85378379,99885197,33188199
7334,0,-70,717,151.7828939,17883.25562,133.7282903,13.86827568,3.4873104739999996,787,696,1794,1039.87521,15316.468509999999,123.7597209,21.46209222,1098,-1000,226.0449001,45188.93335,1455,1474435,69205789,3270163
2085,0,-707,-666,689.4203748,84.10522461,9.170890066,-0.389257525,0.108767125,41,725,774,752.256304,127.017334,11.27019671,-0.029625616,49,158,191.4241854,174.15527340000003,79,30419229,36216931,2345166
7156,0,171,212,194.45926630000002,93.48339844,9.668681317999999,-0.02226028,-0.287844473,41,970,1009,988.1515335000001,83.31616211,9.127768737,-0.72289514,39,247,270.09882450000003,154.5898438,50,2420122,62492381,4669016
4611,0,-161,-111,136.1171371,159.15527340000003,12.6156757,-0.7360722,-0.22241255899999998,50,1000,1039,1016.4624550000001,82.49389648,9.082615069,-0.24813401899999998,39,168,184.33393610000002,111.49902340000001,39,1185784,66124539,2174656
1003,0,-1424,232,361.81156610000005,56387.14038,237.45976580000004,6.933450532,-1.668966975,1656,490,1490,938.6760623,24793.85938,157.46065980000003,2.8386361680000003,1000,-247,385.7888226,23859.71851,1118,8378087,56391216,9525313
